Pays,Annee,Esperance_de_vie,Taux_mortalite_adulte,Taux_mortalite_infantile,Alcool,Hepatite_b,Rougeole,IMC,Deces_chez_les_moins_de_5_ans,Poliomyelite,Diphtherie,VIH_SIDA,Malnutrition_5-9_ans
71,2005,79.4,72,1,9.69,,4,55.8,1,96,96,0.1,1
71,2004,79.2,77,1,9.56,,11,55,1,98,98,0.1,1
71,2003,78.7,8,1,9.56,,4,54.2,1,98,98,0.1,1
71,2002,78.4,81,1,9.68,,3,53.4,1,97,97,0.1,1
71,2001,78.3,82,1,9.95,,0,52.6,1,97,97,0.1,1.1
71,2000,78.1,84,1,10.06,,1019,51.8,1,97,97,0.1,1.1
123,2015,81.6,66,0,8.7,92,10,67.5,0,92,92,0.1,0.3
123,2014,81.5,67,0,09.07,93,280,66.9,0,93,93,0.1,0.3
123,2013,81.3,69,0,9.18,93,8,66.4,0,92,92,0.1,0.3
123,2012,81.1,7,0,9.2,93,68,65.9,0,93,93,0.1,0.3
123,2011,86,72,0,9.47,95,597,65.3,0,95,95,0.1,0.3
123,2010,89,71,0,9.62,9,43,64.8,0,93,93,0.1,0.3
123,2009,85,73,0,9.24,93,198,64.3,0,92,92,0.1,0.3
123,2008,81,75,0,9.49,9,0,63.8,0,89,89,0.1,0.3
123,2007,81,76,0,9.19,88,25,63.2,0,88,88,0.1,0.3
123,2006,79.9,76,0,9.34,87,20,62.6,0,89,89,0.1,0.3
123,2005,79.9,78,0,9.31,87,20,62.1,0,89,89,0.1,0.3
123,2004,79.2,79,0,9.15,88,33,61.5,0,87,89,0.1,0.3
123,2003,79.1,82,0,8.91,89,66,6.9,0,86,9,0.1,0.3
123,2002,78.7,83,0,9.13,89,21,6.3,0,84,9,0.1,0.3
123,2001,78.5,83,0,8.75,9,65,59.6,0,82,9,0.1,0.3
123,2000,78.6,87,0,8.91,9,65,58.9,0,82,9,0.1,0.3
106,2015,74.8,145,2,,98,0,54,2,99,98,0.1,1.7
106,2014,74.5,148,2,3.55,98,0,53.2,3,99,98,0.1,1.7
106,2013,73.9,157,2,3.58,98,0,52.4,3,99,98,0.1,1.7
106,2012,73.9,157,2,3.63,98,0,51.7,3,99,98,0.1,1.7
106,2011,74.5,147,3,3.39,98,0,5.9,3,99,98,0.1,1.8
106,2010,73.2,154,3,3.38,98,0,5.2,3,99,98,0.1,1.8
106,2009,73.2,163,3,3.36,98,0,49.4,3,99,98,0.2,1.8
106,2008,72.5,169,3,3.64,97,0,48.6,3,97,97,0.2,1.8
106,2007,72.5,173,3,3.83,93,0,47.9,4,93,93,0.2,1.9
106,2006,73,17,3,3.69,88,0,47.1,4,88,88,0.3,1.9
106,2005,71.2,194,3,3.7,86,0,46.4,4,87,86,0.3,1.9
106,2004,71,194,4,3.81,79,0,45.7,4,8,79,0.3,2
106,2003,76,198,4,3.77,86,0,44.9,5,86,86,0.3,2
106,2002,75,197,4,3.5,85,0,44.2,5,85,85,0.4,2.1
106,2001,73,193,4,3.51,87,0,43.5,5,89,87,0.4,2.1
106,2000,73,192,4,3.61,83,0,42.8,5,85,83,0.4,2.1
54,2015,61.8,22,49,,65,7693,19.3,87,65,65,0.4,9.4
54,2014,61.4,223,49,0.01,68,1142,18.9,88,67,68,0.5,9.6
54,2013,69,227,49,0.01,67,1224,18.5,89,56,67,0.6,9.9
54,2012,63,232,49,0.01,71,272,18.1,90,71,71,0.7,1.1
54,2011,59.4,241,50,0.15,75,771,17.7,93,4,75,0.7,1.3
54,2010,58.2,252,50,0.12,7,372,17.3,95,75,7,0.9,1.6
54,2009,57.1,263,51,0.11,71,801,16.9,99,71,71,1.1,1.8
54,2008,56,272,52,0.12,,1317,16.5,102,68,67,1.3,11
54,2007,55.2,276,53,0.1,,282,16.1,106,57,57,1.4,11.3
54,2006,54.5,277,54,0.11,,59,15.7,110,52,51,1.5,11.5
54,2005,53.7,278,55,0.11,,2183,15.4,114,46,45,1.6,11.8
54,2004,52.9,279,56,0.11,,63057,15,118,45,43,1.6,12
54,2003,52.1,28,56,0.1,,54190,14.6,121,44,41,1.6,12.2
54,2002,51.4,282,57,0.1,,31584,14.3,124,43,39,1.6,12.5
54,2001,56,283,57,0.11,,61208,13.9,127,42,36,1.6,12.7
54,2000,50,284,58,0.1,,21319,13.6,128,41,34,1.5,12.9
6,2015,54.5,344,483,,49,12423,25.4,747,49,49,3.7,9.7
6,2014,53.6,362,490,0.01,49,6855,24.7,759,49,49,3.9,9.9
6,2013,53.2,367,498,8.3,46,52852,24.1,773,46,46,3.9,1.2
6,2012,52.7,374,505,8.54,42,6447,23.5,788,42,42,4.4,1.6
6,2011,52.3,375,513,8.75,46,18843,22.8,802,48,48,4.7,1.9
6,2010,52,374,521,8.9,49,8491,22.2,817,54,54,4.8,11.2
6,2009,51.6,376,527,09.05,63,1272,21.6,832,66,63,4.9,11.6
6,2008,59,386,536,9.3,41,9960,21,848,6,53,5,11.9
6,2007,55,388,542,9.55,42,2613,2.4,863,54,42,5.2,12.3
6,2006,49.8,396,549,9.66,27,704,19.9,879,46,4,5.3,12.6
6,2005,49.2,4,556,9.71,18,110927,19.3,893,45,36,5.4,12.9
6,2004,48.5,47,563,9.76,,31521,18.8,907,43,33,5.4,13.2
6,2003,48.1,41,567,9.75,,141258,18.3,918,42,29,5.4,13.6
6,2002,47.7,49,571,9.61,,42007,17.8,928,4,25,5.3,13.8
6,2001,47.4,48,574,9.58,,168107,17.3,936,36,27,5.1,14.1
6,2000,47.1,45,576,9.23,,212183,16.9,943,31,29,4.9,14.4
232,2013,,,0,0.01,99,0,77.3,0,99,99,0.1,0.1
120,2015,81.8,59,0,5.97,,14,61.2,0,95,95,0.1,0.7
120,2014,81.6,61,0,06.06,,3,6.8,0,93,93,0.1,0.7
120,2013,81.5,62,0,6.21,,8,6.3,0,94,94,0.1,0.7
120,2012,81.3,61,0,6.21,,4,59.8,0,95,95,0.1,0.7
120,2011,81.1,67,0,6.53,,39,59.4,0,94,94,0.1,0.7
120,2010,81,66,0,6.59,,3,58.9,0,93,93,0.1,0.7
120,2009,89,67,0,6.68,,2,58.5,0,94,94,0.1,0.7
120,2008,86,67,0,6.75,,4,58,0,94,94,0.1,0.7
120,2007,85,67,0,6.6,,0,57.5,0,93,93,0.1,0.7
120,2006,84,7,0,6.47,,0,57,0,94,94,0.1,0.7
120,2005,81,73,0,6.37,,0,56.5,0,91,91,0.1,0.7
120,2004,79.8,77,0,6.22,,7,55.9,0,92,92,0.1,0.7
120,2003,79.4,78,0,06.04,,8,55.3,0,92,92,0.1,0.7
120,2002,78.9,81,0,5.89,,5,54.6,0,93,93,0.1,0.7
120,2001,78.8,82,0,5.49,,4,54,0,91,91,0.1,0.7
120,2000,78.5,85,0,5.67,,0,53.3,0,91,9,0.1,0.7
127,2015,76.6,99,1,,99,0,54.6,1,99,99,0.1,6.9
127,2014,76.4,11,1,0.4,99,0,53.5,1,99,99,0.1,6.9
127,2013,76.2,12,1,0.46,98,0,52.8,1,99,98,0.1,6.8
127,2012,76,14,1,0.51,98,13,52.3,1,99,98,0.1,6.8
127,2011,75.8,15,1,0.54,99,5,52,1,99,99,0.1,6.8
127,2010,75.6,16,1,0.56,99,3,51.8,1,99,99,0.1,6.8
127,2009,75.4,18,1,0.56,98,19,51.5,1,96,98,0.1,6.8
127,2008,75.2,19,1,0.57,99,18,51.1,1,97,99,0.1,6.8
127,2007,74.9,113,1,0.57,99,24,5.6,1,97,99,0.1,6.8
127,2006,74.7,115,1,0.58,99,13,5.1,1,98,98,0.1,6.8
127,2005,74.3,118,1,0.63,99,25,49.5,1,99,99,0.1,6.8
127,2004,74,122,1,0.61,99,18,48.9,1,99,99,0.1,6.8
127,2003,73.6,127,1,0.56,99,1,48.1,1,99,99,0.1,6.8
127,2002,73.3,13,1,0.54,99,5,47.3,1,99,99,0.1,6.8
127,2001,72.9,134,1,0.55,99,15,46.5,1,99,99,0.1,6.9
127,2000,72.6,138,1,0.38,99,15,45.9,1,99,99,0.1,6.9
5,2015,66.4,161,352,,72,386,25.4,433,72,72,0.1,19.6
5,2014,66.2,162,359,0.01,72,1370,24.7,442,72,72,0.1,19.8
5,2013,66,163,365,0.04,72,8749,23.9,450,72,72,0.1,2
5,2012,65.7,165,369,0.04,72,8046,23.2,456,72,72,0.1,2.2
5,2011,65.5,167,371,0.04,74,4386,22.5,459,75,74,0.1,2.4
5,2010,65.1,172,372,0.04,82,4321,21.9,461,82,82,0.1,2.7
5,2009,64.8,175,371,0.03,78,863,21.3,460,7,71,0.1,2.9
5,2008,64.6,177,369,0.03,65,1129,2.6,460,7,62,0.1,21.1
5,2007,64.4,178,367,0.03,75,2801,2.1,459,75,75,0.1,21.3
5,2006,64.2,179,365,0.03,78,7641,19.5,458,77,78,0.1,21.5
5,2005,62.9,2,364,0.04,7,2981,18.9,459,78,77,0.1,21.7
5,2004,63.7,183,364,0.01,65,4248,18.4,461,65,65,0.1,21.8
5,2003,63.5,185,366,0.01,63,4740,17.9,466,69,67,0.1,22
5,2002,63.2,187,371,0.01,,3903,17.4,474,71,68,0.1,22.2
5,2001,63,189,377,0.01,,3849,16.9,483,68,65,0.1,22.4
5,2000,62.8,19,385,0.02,,2064,16.4,495,65,62,0.1,22.6
222,2013,,,0,,99,0,83.3,0,99,99,0.1,0.1
128,2015,77.8,118,1,,73,0,57.8,1,72,73,0.1,1.8
128,2014,77.6,119,1,6.74,8,0,57.1,1,8,8,0.1,1.8
128,2013,77.5,118,1,6.89,8,0,56.3,1,81,8,0.1,1.9
128,2012,77.2,12,1,6.95,85,0,55.6,1,87,85,0.1,1.9
128,2011,77.3,121,1,6.9,87,4,54.9,1,91,87,0.1,1.9
128,2010,76.5,122,1,6.94,94,0,54.2,2,95,94,0.1,1.9
128,2009,76.8,127,1,6.87,85,0,53.4,2,85,85,0.1,1.9
128,2008,76.5,127,1,6.74,86,0,52.7,2,86,86,0.1,2
128,2007,76.4,124,1,6.16,85,0,51.9,2,84,85,0.2,2
128,2006,76.2,125,1,5.72,88,0,51.1,2,98,88,0.1,2
128,2005,75.8,122,1,5.53,92,0,5.3,2,88,92,0.1,2.1
128,2004,75.8,123,1,5.69,95,0,49.5,2,92,95,0.2,2.1
128,2003,75.5,126,1,5.52,98,0,48.6,2,95,98,0.1,2.2
128,2002,75.7,125,1,5.52,98,0,47.8,2,99,99,0.2,2.2
128,2001,75.5,124,2,5.43,98,0,46.9,2,95,99,0.1,2.3
128,2000,75.7,121,2,5.58,,0,45.9,2,99,98,0.2,2.3
93,2015,62.9,275,10,,67,38,48.6,12,74,73,0.6,1.3
93,2014,62.7,278,10,0.01,67,2299,47.9,13,64,73,0.7,1.3
93,2013,62.4,281,10,0.01,73,12,47.2,13,8,79,0.8,1.3
93,2012,62.2,284,10,0.01,68,0,46.4,13,81,74,1,1.3
93,2011,62,285,10,0.88,66,0,45.7,13,69,72,1,1.3
93,2010,61.8,286,10,0.79,56,0,44.9,14,72,67,1.1,1.3
93,2009,61.6,288,11,0.82,66,0,44.2,14,79,73,1.1,1.3
93,2008,61.4,29,11,0.81,59,0,43.4,14,76,63,1.3,1.3
93,2007,61.1,295,11,0.71,61,0,42.7,14,72,71,1.4,1.3
93,2006,68,299,11,0.64,71,1,41.9,14,67,72,1.5,1.4
93,2005,64,37,11,0.84,63,1222,41.1,15,61,72,1.5,1.4
93,2004,59.9,314,11,0.58,6,1385,4.4,15,59,62,1.5,1.4
93,2003,59.6,321,11,0.59,67,3863,39.6,14,62,68,1.4,1.4
93,2002,59.3,327,11,0.61,6,17620,38.9,14,54,61,1.4,1.5
93,2001,59.1,331,11,0.68,59,4023,38.2,14,52,55,1.3,1.5
93,2000,58.9,335,11,0.73,57,7135,37.5,14,51,59,1.1,1.5
109,2015,74,146,2,,93,0,5.2,3,89,93,0.2,1.9
109,2014,73.9,147,3,0.01,87,0,49.4,3,83,87,0.2,1.9
109,2013,73.8,148,3,05.03,86,0,48.6,3,8,86,0.2,1.9
109,2012,73.6,148,3,5.36,87,0,47.9,3,83,87,0.1,2
109,2011,73.4,15,3,5.79,89,0,47.1,3,84,89,0.1,2
109,2010,73.2,152,3,5.65,89,0,46.4,3,85,89,0.1,2
109,2009,73,155,3,5.39,85,0,45.6,3,81,85,0.1,2
109,2008,72.7,157,3,6.14,87,0,44.9,4,85,89,0.1,2.1
109,2007,72.5,159,3,5.61,86,0,44.2,4,95,95,0.1,2.1
109,2006,72.3,161,3,5.61,92,0,43.5,4,98,98,0.2,2.2
109,2005,72.1,163,3,6.38,92,0,42.8,4,96,96,0.2,2.2
109,2004,71.9,165,3,6.2,9,0,42,4,92,92,0.2,2.2
109,2003,71.7,166,4,6.64,86,0,41.3,4,86,86,0.1,2.3
109,2002,71.5,168,4,5.66,,0,4.6,4,87,87,0.1,2.3
109,2001,71.2,17,4,6.66,,0,39.8,5,9,89,0.1,2.4
109,2000,79,172,4,6.78,,0,39.1,5,86,86,0.1,2.4
44,2015,75.5,123,8,,9,4,55.6,10,88,9,0.1,1.1
44,2014,75.3,125,8,0.01,88,0,54.9,10,78,88,0.1,1.1
44,2013,75.3,125,8,5.38,88,0,54.2,11,71,88,0.1,1.1
44,2012,74.9,129,9,5.14,95,0,53.6,11,94,95,0.1,1.1
44,2011,74.5,133,9,4.83,91,0,52.9,12,91,91,0.2,1.1
44,2010,73.7,14,10,4.72,93,0,52.2,12,92,93,0.2,1.1
44,2009,73.8,14,10,4.69,93,0,51.5,13,92,93,0.3,1.2
44,2008,73.9,138,11,4.85,93,1,5.8,14,93,93,0.3,1.2
44,2007,74,133,11,4.29,93,0,5.2,15,93,93,0.3,1.2
44,2006,74.2,134,12,4.22,94,0,49.5,15,94,94,0.4,1.2
44,2005,72.8,148,13,4.44,94,0,48.8,16,66,77,0.4,1.3
44,2004,72.2,151,14,4.27,92,0,48.1,18,81,86,0.4,1.3
44,2003,72.1,152,15,4.5,65,0,47.4,19,95,94,0.4,1.3
44,2002,72.6,144,16,04.03,,0,46.7,20,95,95,0.4,1.4
44,2001,72.4,142,17,4.22,,0,46.1,22,9,9,0.5,1.4
44,2000,71.4,154,18,4.59,,1,45.4,24,93,98,0.5,1.4
13,2015,68.5,211,52,,6,619,25.4,66,79,6,0.1,9.7
13,2014,68.4,214,54,4.52,67,58848,24.8,68,77,67,0.1,9.7
13,2013,68.1,219,55,4.61,89,2920,24.3,69,84,89,0.1,9.7
13,2012,68.1,217,56,05.02,88,1536,23.7,71,88,88,0.1,9.7
13,2011,68,218,57,4.96,87,6538,23.1,72,87,87,0.1,9.7
13,2010,67.9,218,58,4.85,77,6368,22.6,74,78,79,0.1,9.7
13,2009,68,219,59,4.42,85,1469,22.1,76,86,87,0.1,9.7
13,2008,67.5,217,60,4.21,88,341,21.6,78,91,91,0.1,9.7
13,2007,67.5,216,62,4.19,87,530,21.1,80,87,87,0.1,9.7
13,2006,67.3,219,63,04.08,77,9,2.6,82,88,88,0.1,9.7
13,2005,67,223,65,4.22,49,118,2.1,84,9,89,0.1,9.7
13,2004,67.3,218,66,4.45,48,3025,19.6,86,85,88,0.1,9.7
13,2003,67.2,217,67,4.44,52,10511,19.2,87,85,84,0.1,9.7
13,2002,66.8,221,68,4.42,42,7003,18.7,89,77,79,0.1,9.7
13,2001,66.8,221,68,4.54,45,7360,18.3,89,76,79,0.1,9.7
13,2000,66.8,219,69,4.73,7,7120,17.8,90,74,78,0.1,9.6
37,2015,77.5,117,2,,96,0,61.7,2,92,98,0.1,2
37,2014,77.3,12,2,10.71,96,0,61.1,2,94,98,0.1,2.1
37,2013,77.1,12,2,11.63,96,84,6.4,2,95,99,0.1,2.1
37,2012,76.8,125,2,10.81,97,71,59.7,2,95,99,0.1,2.1
37,2011,76.7,128,2,10.93,98,0,59.1,2,96,99,0.1,2.2
37,2010,76.3,13,2,10.59,98,13,58.4,2,96,99,0.1,2.2
37,2009,75.7,136,2,10.7,98,115,57.8,3,96,99,0.1,2.3
37,2008,75.5,14,2,11.4,98,0,57.2,3,96,99,0.1,2.3
37,2007,75.3,144,2,10.9,98,40,56.6,3,99,99,0.1,2.4
37,2006,75.2,144,2,10.4,98,120,56,3,99,99,0.1,2.4
37,2005,75,144,2,9.5,98,13,55.5,3,99,99,0.1,2.5
37,2004,74.9,143,2,9.19,98,11,55,3,99,99,0.1,2.5
37,2003,74.7,142,3,09.06,97,48,54.5,3,98,99,0.1,2.6
37,2002,74.5,145,3,08.02,98,34,54,3,98,99,0.1,2.6
37,2001,74.2,149,3,7.74,95,133,53.6,3,98,98,0.1,2.7
37,2000,73.7,153,3,8.4,99,77,53.1,4,98,98,0.1,2.8
92,2015,81.1,76,0,,98,8,61.6,0,98,98,0.1,0.5
92,2014,89,78,0,9.88,98,0,6.9,0,98,98,0.1,0.5
92,2013,86,79,0,10,98,1,6.2,0,98,98,0.1,0.5
92,2012,83,81,0,11.96,98,23,59.5,0,98,98,0.1,0.5
92,2011,82,85,0,11.92,97,2,58.8,0,97,97,0.1,0.5
92,2010,79.6,88,0,12.25,97,5,58.1,0,97,98,0.1,0.5
92,2009,79.3,9,0,12.03,96,3,57.3,0,96,96,0.1,0.5
92,2008,79,92,0,12.35,97,1,56.5,0,97,97,0.1,0.5
92,2007,78.7,94,0,12.57,97,0,55.7,0,96,97,0.1,0.5
92,2006,78.5,96,0,13.11,97,0,54.9,0,97,97,0.1,0.5
92,2005,77.7,11,0,13.33,94,7,54.1,1,93,93,0.1,0.6
92,2004,78,99,0,13.45,94,5,53.3,1,95,95,0.1,0.6
92,2003,77.3,15,0,14.21,94,8,52.5,1,96,99,0.1,0.6
92,2002,77.2,17,1,12,82,8,51.7,1,96,98,0.1,0.6
92,2001,76.9,11,1,12.22,7,0,5.9,1,96,97,0.1,0.6
92,2000,76.6,11,1,11.89,58,45,5.1,1,96,96,0.1,0.6
143,2015,78.2,68,0,,99,18,69.3,0,99,99,0.1,4.9
143,2014,78.1,69,0,1.15,89,46,68.4,0,99,89,0.1,4.8
143,2013,77.9,7,0,1.2,97,73,67.7,0,99,97,0.1,4.7
143,2012,77.8,72,0,1.13,93,160,67,0,93,92,0.1,4.7
143,2011,77.5,74,0,1.16,93,101,66.5,0,92,93,0.1,4.6
143,2010,77.3,76,0,1.16,97,295,66,0,98,97,0.1,4.6
143,2009,77,79,0,1.11,99,112,65.6,0,98,99,0.1,4.6
143,2008,76.8,82,0,1.37,97,0,65.2,0,98,97,0.1,4.5
143,2007,76.7,83,0,1.24,94,361,65.1,0,97,94,0.1,4.5
143,2006,76.6,83,0,1.28,96,144,65,0,95,96,0.1,4.5
143,2005,76.6,84,0,1.18,97,74,65.1,0,98,97,0.1,4.5
143,2004,76.6,84,0,1.11,97,29,65,0,95,96,0.1,4.5
143,2003,76.5,85,0,1,93,24,64.7,0,93,92,0.1,4.5
143,2002,76.4,85,0,0.87,98,34,64.1,0,96,96,0.1,4.5
143,2001,76.3,87,0,0.76,93,23,63.3,0,93,93,0.1,4.5
143,2000,76.2,88,0,0.5,89,46,62.4,0,91,8,0.1,4.5
56,2015,82.3,64,1,,98,7,31.7,2,98,98,0.1,1
56,2014,82,66,1,0.01,99,442,31.2,2,99,99,0.1,1
56,2013,81.7,68,1,9.33,99,107,3.8,2,99,99,0.1,1
56,2012,81.2,69,1,9.56,99,2,3.4,2,99,99,0.1,1
56,2011,81.1,72,2,9.34,99,42,3,2,98,99,0.1,1
56,2010,87,74,2,9.23,94,114,29.5,2,95,94,0.1,1
56,2009,86,75,2,8.97,94,17,29.1,2,95,94,0.1,1
56,2008,83,75,2,9.31,94,2,28.6,2,92,94,0.1,1
56,2007,79.8,77,2,09.05,91,194,28.2,2,91,91,0.1,1
56,2006,79.4,79,2,8.83,99,28,27.7,2,98,98,0.1,1
56,2005,78.7,84,2,09.03,99,7,27.2,3,96,96,0.1,1
56,2004,78.2,89,3,9.18,92,11,26.7,3,9,88,0.1,1
56,2003,77.6,95,3,9.66,91,33,26.2,3,94,97,0.1,1
56,2002,77.1,99,3,9.55,92,62,25.7,4,99,97,0.1,1.1
56,2001,76.7,17,3,11.45,89,23060,25.2,4,99,97,0.1,1.1
56,2000,76,116,4,10.33,93,32647,24.7,4,99,97,0.1,1.1
135,2015,72.1,157,1,,88,0,53.4,1,88,87,0.1,2.8
135,2014,71.8,162,1,9.99,92,2,52.7,1,92,9,0.1,2.8
135,2013,71.7,163,1,10.49,91,27,52.1,1,92,9,0.1,2.9
135,2012,79,175,1,10.68,94,11,51.5,1,92,92,0.1,2.9
135,2011,77,177,1,9.45,96,0,5.9,1,96,93,0.1,3
135,2010,68.8,219,1,8.25,98,0,5.4,1,97,9,0.1,3
135,2009,69,218,1,8.45,89,0,49.9,1,87,85,0.1,3.1
135,2008,68.9,228,1,09.07,97,0,49.5,1,96,9,0.1,3.1
135,2007,68.3,237,1,9.66,95,10,49.1,1,93,92,0.1,3.2
135,2006,68,242,1,8.36,98,34,48.7,1,98,97,0.1,3.3
135,2005,67.3,248,1,10.78,99,6,48.3,1,99,98,0.1,3.3
135,2004,68,225,1,12.27,99,4,47.9,1,98,98,0.1,3.4
135,2003,67.6,226,1,8.15,99,87,47.6,1,98,98,0.1,3.5
135,2002,67.5,225,1,6.71,99,4929,47.2,1,98,97,0.1,3.6
135,2001,67.6,228,1,10.98,94,457,46.8,1,98,97,0.1,3.6
135,2000,67.1,235,1,9.89,92,687,46.5,2,97,95,0.1,3.7
64,2015,75,133,2,,9,4,6.7,2,89,89,0.1,2.7
64,2014,74.8,135,2,0.01,94,59,59.9,2,94,94,0.1,2.8
64,2013,74.6,138,2,9.59,96,1159,59.2,2,88,92,0.1,2.9
64,2012,74.4,138,2,9.58,96,7450,58.4,2,92,91,0.1,3
64,2011,74.3,139,2,9.1,96,4189,57.7,2,89,89,0.1,3.1
64,2010,73.4,153,2,9,98,193,56.9,2,94,94,0.1,3.2
64,2009,73.1,158,2,10.4,95,8,56.3,3,95,95,0.1,3.3
64,2008,73.1,159,2,11.9,97,12,55.6,3,95,96,0.1,3.5
64,2007,72.9,154,3,10.6,99,353,55,3,96,96,0.1,3.6
64,2006,72.5,157,3,8.51,99,3196,54.4,4,97,97,0.1,3.7
64,2005,71.9,162,3,7.68,98,5043,53.9,4,97,97,0.1,3.8
64,2004,71.7,165,4,9.82,99,117,53.4,4,97,97,0.1,3.9
64,2003,71.1,174,4,8.78,98,9,52.9,4,97,97,0.1,4
64,2002,77,178,4,9.62,99,14,52.4,5,98,98,0.1,4.1
64,2001,78,179,4,9.78,98,10,51.9,5,99,99,0.1,4.2
64,2000,77,175,4,10.16,98,35,51.4,5,99,99,0.1,4.3
9,2015,75,222,13,,97,843,6.5,15,97,97,0.1,2.3
9,2014,73,225,13,10.12,97,4711,59.9,15,97,97,0.1,2.3
9,2013,70,229,14,10.58,97,2339,59.3,16,98,97,0.2,2.3
9,2012,69.6,237,14,10.99,97,2123,58.7,16,98,97,0.3,2.4
9,2011,69.4,242,14,11.04,97,629,58.1,17,97,97,0.3,2.4
9,2010,68.4,256,15,11.05,97,129,57.5,17,98,97,0.2,2.5
9,2009,68.2,261,15,11.21,98,101,57,18,98,98,0.3,2.5
9,2008,67.5,278,16,12.04,98,27,56.6,18,98,98,0.3,2.5
9,2007,67.3,282,16,12.19,98,173,56.1,19,98,98,0.3,2.6
9,2006,66.4,3,17,11.79,98,1147,55.7,20,98,98,0.3,2.7
9,2005,65,327,18,11.57,97,454,55.3,20,98,98,0.3,2.7
9,2004,64.9,321,19,11.5,96,2444,55,21,98,97,0.3,2.8
9,2003,64.6,322,20,11.32,94,3291,54.7,22,97,96,0.4,2.8
9,2002,64.8,313,20,10.87,81,580,54.5,24,97,97,0.3,2.9
9,2001,65.1,38,21,10.47,43,2072,54.2,25,97,96,0.3,3
9,2000,65,37,22,10.18,,4800,54,26,97,96,0.2,3
76,2015,66.1,227,11,,98,1,21.4,15,99,98,0.4,5.7
76,2014,65.7,23,12,0.01,98,10,2.8,16,98,98,0.4,5.8
76,2013,65.2,233,12,0.01,98,17,2.1,17,98,98,0.5,5.9
76,2012,64.6,239,13,0.01,98,75,19.5,18,98,98,0.7,6.1
76,2011,63.8,247,14,8.34,97,31,18.9,20,93,97,1.3,6.2
76,2010,62.8,26,16,7.92,97,121,18.3,23,93,97,2.3,6.3
76,2009,61,288,17,7.11,97,5,17.7,25,93,97,2.8,6.4
76,2008,68,282,18,6.39,97,6,17.1,28,97,97,3.7,6.6
76,2007,59.6,295,20,6.78,97,26,16.5,30,98,97,5,6.7
76,2006,57.6,328,22,6.88,99,494,15.9,34,99,99,6.2,6.8
76,2005,55.3,37,24,07.01,95,129,15.4,38,95,95,7.1,7
76,2004,53.4,397,26,6.75,89,386,14.9,42,89,89,7.7,7.1
76,2003,52,48,29,6.66,96,1064,14.5,46,96,96,8.1,7.3
76,2002,57,415,31,7.82,88,2738,14.1,50,85,88,8,7.4
76,2001,48.6,438,33,5.72,,896,13.7,54,76,77,8.1,7.5
76,2000,48.3,426,34,7.13,,2095,13.2,57,9,9,8.5,7.7
211,2013,,,0,8.54,97,0,5.2,0,96,96,0.1,3.6
190,2015,75.2,138,0,,99,0,47.5,0,99,99,0.1,4.3
190,2014,75,139,0,9.97,99,0,46.7,0,99,99,0.1,4.3
190,2013,74.8,141,0,9.73,99,0,45.9,0,99,99,0.1,4.3
190,2012,74.7,142,0,9.99,98,0,45.2,0,98,98,0.1,4.3
190,2011,74.6,143,0,10.43,99,0,44.5,0,99,99,0.1,4.3
190,2010,74.2,147,0,10.87,97,0,43.8,0,97,97,0.1,4.3
190,2009,74.3,147,0,11.09,95,0,43,0,95,95,0.1,4.4
190,2008,74.1,149,0,12.09,96,0,42.2,0,96,96,0.1,4.4
190,2007,73.9,151,0,12.68,99,0,41.3,0,99,99,0.1,4.4
190,2006,73.5,155,0,13.45,85,0,4.4,0,85,85,0.1,4.4
190,2005,73.1,16,0,12.32,95,0,39.6,0,95,95,0.2,4.4
190,2004,72.6,166,0,11.93,91,0,39,0,91,91,0.2,4.4
190,2003,72.2,171,0,12.55,84,0,38.4,0,91,9,0.2,4.4
190,2002,72,174,0,11.85,14,0,37.9,0,9,74,0.1,4.5
190,2001,71.8,178,0,12.03,,0,37.3,0,99,99,0.3,4.5
190,2000,71.6,183,0,11.69,,0,36.8,0,7,7,0.4,4.5
199,2015,73.2,156,0,,98,0,54.1,0,97,98,0.1,3.4
199,2014,73.1,157,0,07.01,98,0,53.1,0,97,98,0.1,3.4
199,2013,72.7,161,0,07.07,97,0,52.2,0,97,97,0.1,3.4
199,2012,72.8,159,0,6.93,96,0,51.2,0,96,96,0.1,3.5
199,2011,72.7,16,0,07.02,96,0,5.3,0,96,96,0.1,3.5
199,2010,72.5,162,0,7,99,0,49.3,0,99,99,0.1,3.5
199,2009,72.3,165,0,6.85,99,0,48.4,0,99,99,0.2,3.5
199,2008,72.1,167,0,6.92,99,0,47.5,0,99,99,0.3,3.6
199,2007,71.9,17,0,5.89,99,0,46.6,0,99,99,0.3,3.6
199,2006,71.7,173,0,5.93,99,0,45.7,0,99,99,0.3,3.6
199,2005,71.4,177,0,06.04,99,0,44.7,0,93,99,0.2,3.7
199,2004,71.2,181,0,5.42,99,0,43.8,0,99,99,0.4,3.7
199,2003,71,184,0,5.1,31,0,42.9,0,99,99,0.4,3.8
199,2002,79,186,0,4.94,,0,42,0,99,99,0.4,3.8
199,2001,79,186,0,4.73,,0,41,0,99,99,0.7,3.9
199,2000,79,186,0,4.8,,0,4.1,0,99,98,0.7,3.9
188,2015,74,125,0,,59,0,74.7,0,61,66,0.1,0.1
188,2014,73.8,128,0,0.01,56,0,74.3,0,58,63,0.1,0.1
188,2013,73.6,131,0,0.01,6,0,73.8,0,62,67,0.1,0.1
